batsman
Abdur Razzak
H Das
SD Chitnis
CRD Fernando
VS Yeligati
L Balaji
A Mukund
RR Powar
JP Duminy
A Flintoff
T Thushara
JD Ryder
KP Pietersen
T Henderson
Kamran Khan
RS Bopara
R Bishnoi
FH Edwards
PC Valthaty
RJ Quiney
AS Raut
Yashpal Singh
M Manhas
AA Bilakhia
AN Ghosh
BAW Mendis
DL Vettori
MN van Wyk
RE van der Merwe
TL Suman
Shoaib Ahmed
GR Napier
KP Appanna
LA Carseldine
SM Harwood
M Vijay
SB Jakati
RJ Harris
D du Preez
M Morkel
J Botha
C Nanda
Mashrafe Mortaza
A Singh
GJ Bailey
AB McDonald
Y Nagar
SS Shaikh
R Ashwin
Mohammad Ashraful
CA Pujara
OA Shah
Anirudh Singh
Jaskaran Singh
R Sathish
R McLaren
AA Jhunjhunwala
P Dogra
A Uniyal
MS Bisla
YA Abdulla
JM Kemp
S Tyagi
RS Gavaskar
SE Bond
S Ladda
DP Nannes
MJ Lumb
DR Martyn
S Narwal
AB Barath
FY Fazal
AC Voges
MD Mishra
J Theron
SJ Srivastava
R Sharma
SW Tait
KB Arun Karthik
KAJ Roach
PD Collingwood
CK Langeveldt
VS Malik
A Mithun
AP Dole
AN Ahmed
RS Sodhi
DE Bollinger
S Sriram
B Sumanth
C Madan
AG Paunikar
MR Marsh
Harmeet Singh
RV Gomez
AUK Pathan
UBT Chand
DJ Jacobs
Sunny Singh
NJ Rimmington
AL Menaria
WD Parnell
JJ van der Wath
R Ninan
MS Wade
TD Paine
SB Wagh
AC Thomas
JEC Franklin
DH Yagnik
S Randiv
BJ Haddin
NLTC Perera
NL McCullum
JE Taylor
J Syed Mohammad
RN ten Doeschate
TR Birt
AG Murtaza
Harpreet Singh
M Klinger
AC Blizzard
I Malhotra
L Ablish
CA Ingram
P Parameswaran
CJ Ferguson
AA Chavan
ND Doshi
Y Gnaneswara Rao
S Rana
BA Bhatt
RE Levi
KK Cooper
HV Patel
DAJ Bracewell
DJ Harris
GB Hogg
RR Bhatkal
CJ McKay
N Saini
Azhar Mahmood
RJ Peterson
KMDN Kulasekara
A Ashish Reddy
V Pratap Singh
BB Samantray
MJ Clarke
Gurkeerat Singh
AP Majumdar
PA Reddy
K Upadhyay
P Awana
AD Russell
A Chandila
Sunny Gupta
MC Juneja
GH Vihari
MDKJ Perera
R Shukla
B Laughlin
BMAJ Mendis
R Rampaul
SMSM Senanayake
BJ Rohrer
KL Rahul
Q de Kock
R Dhawan
LJ Wright
IC Pandey
CM Gautam
X Thalaivan Sargunam
DJG Sammy
KW Richardson
UA Birla
Parvez Rasool
PV Tambe
NJ Maddinson
JDS Neesham
MA Starc
BR Dunk
RR Rossouw
Shivam Sharma
VH Zol
BE Hendricks
S Gopal
M de Lange
JO Holder
Karanveer Singh
SA Abbott
J Suchith
RG More
D Wiese
SN Khan
DJ Muthuswami
C Munro
P Sahu
KJ Abbott
M Ashwin
NS Naik
PSP Handscomb
J Yadav
UT Khawaja
F Behardien
BB Sran
S Kaushik
ER Dwivedi






































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































